vcc, 2023.00, 750.00, 41.00, 45.00, -1, -1;
vcc, 2019.80, 746.83, 41.00, 45.00, -1, -1;
vcc, 2016.60, 743.66, 41.00, 45.00, -1, -1;
vcc, 2013.40, 740.49, 41.00, 45.00, -1, -1;
vcc, 2010.20, 737.32, 41.00, 45.00, -1, -1;
vcc, 2007.00, 734.15, 41.00, 45.00, -1, -1;
vcc, 2003.80, 730.98, 41.00, 45.00, -1, -1;
vcc, 2000.60, 727.81, 41.00, 45.00, -1, -1;
vcc, 1997.40, 724.64, 41.00, 45.00, -1, -1;
vcc, 1994.20, 721.47, 41.00, 45.00, -1, -1;
vcc, 1991.00, 718.30, 41.00, 45.00, -1, -1;
vcc, 1987.80, 715.13, 41.00, 45.00, -1, -1;
vcc, 1984.60, 711.96, 41.00, 45.00, -1, -1;
vcc, 1981.40, 708.79, 41.00, 45.00, -1, -1;
vcc, 1978.20, 705.62, 41.00, 45.00, -1, -1;
vcc, 2071.00, 797.00, 41.00, 45.00, -1, -1;
vcc, 2074.20, 800.17, 41.00, 45.00, -1, -1;
vcc, 2077.40, 803.34, 41.00, 45.00, -1, -1;
vcc, 2080.60, 806.51, 41.00, 45.00, -1, -1;
vcc, 2083.80, 809.68, 41.00, 45.00, -1, -1;
vcc, 2087.00, 812.85, 41.00, 45.00, -1, -1;
vcc, 2090.20, 816.02, 41.00, 45.00, -1, -1;
vcc, 2093.40, 819.19, 41.00, 45.00, -1, -1;
vcc, 2096.60, 822.36, 41.00, 45.00, -1, -1;
vcc, 2099.80, 825.53, 41.00, 45.00, -1, -1;
vcc, 2103.00, 828.70, 41.00, 45.00, -1, -1;
vcc, 2106.20, 831.87, 41.00, 45.00, -1, -1;
vcc, 2109.40, 835.04, 41.00, 45.00, -1, -1;
vcc, 2112.60, 838.21, 41.00, 45.00, -1, -1;
vcc, 2115.80, 841.38, 41.00, 45.00, -1, -1;
vcc, 2119.00, 844.55, 41.00, 45.00, -1, -1;
vcc, 2122.20, 847.72, 41.00, 45.00, -1, -1;
vcc, 2125.40, 850.89, 41.00, 45.00, -1, -1;
vcc, 2128.60, 854.06, 41.00, 45.00, -1, -1;
vcc, 2131.80, 857.23, 41.00, 45.00, -1, -1;
vcc, 2135.00, 860.40, 41.00, 45.00, -1, -1;
vcc, 2138.20, 863.57, 41.00, 45.00, -1, -1;
vcc, 2141.40, 866.74, 41.00, 45.00, -1, -1;
vcc, 2144.60, 869.91, 41.00, 45.00, -1, -1;
vcc, 2147.80, 873.08, 41.00, 45.00, -1, -1;
vcc, 2151.00, 876.25, 41.00, 45.00, -1, -1;
vcc, 2154.20, 879.42, 41.00, 45.00, -1, -1;
vcc, 2157.40, 882.59, 41.00, 45.00, -1, -1;
vcc, 2160.60, 885.76, 41.00, 45.00, -1, -1;
vcc, 2163.80, 888.93, 41.00, 45.00, -1, -1;
vcc, 2167.00, 892.10, 41.00, 45.00, -1, -1;
vcc, 2170.20, 895.27, 41.00, 45.00, -1, -1;
vcc, 2173.40, 898.44, 41.00, 45.00, -1, -1;
vcc, 2176.60, 901.61, 41.00, 45.00, -1, -1;
vcc, 2179.80, 904.78, 41.00, 45.00, -1, -1;
vcc, 2183.00, 907.95, 41.00, 45.00, -1, -1;
vcc, 2186.20, 911.12, 41.00, 45.00, -1, -1;
vcc, 2068.76, -651.00, 32.00, 180.00, -1, -1;
vcc, 2072.86, -651.00, 32.00, 180.00, -1, -1;
vcc, 2076.96, -651.00, 32.00, 180.00, -1, -1;
vcc, 2081.06, -651.00, 32.00, 180.00, -1, -1;
vcc, 2085.16, -651.00, 32.00, 180.00, -1, -1;
vcc, 2089.26, -651.00, 32.00, 180.00, -1, -1;
vcc, 2093.36, -651.00, 32.00, 180.00, -1, -1;
vcc, 2097.46, -651.00, 32.00, 180.00, -1, -1;
vcc, 2101.56, -651.00, 32.00, 180.00, -1, -1;
vcc, 2105.66, -651.00, 32.00, 180.00, -1, -1;
vcc, 2109.76, -651.00, 32.00, 180.00, -1, -1;
vcc, 2113.86, -651.00, 32.00, 180.00, -1, -1;
vcc, 2117.96, -651.00, 32.00, 180.00, -1, -1;
vcc, 2122.06, -651.00, 32.00, 180.00, -1, -1;
vcc, 2126.16, -651.00, 32.00, 180.00, -1, -1;
vcc, 2130.26, -651.00, 32.00, 180.00, -1, -1;
vcc, 2134.36, -651.00, 32.00, 180.00, -1, -1;
vcc, 2138.46, -651.00, 32.00, 180.00, -1, -1;
vcc, 2142.56, -651.00, 32.00, 180.00, -1, -1;
vcc, 2146.66, -651.00, 32.00, 180.00, -1, -1;
vcc, 2150.76, -651.00, 32.00, 180.00, -1, -1;
vcc, 2154.86, -651.00, 32.00, 180.00, -1, -1;
vcc, 2158.96, -651.00, 32.00, 180.00, -1, -1;
vcc, 2163.06, -651.00, 32.00, 180.00, -1, -1;
vcc, 2167.16, -651.00, 32.00, 180.00, -1, -1;
vcc, 2171.26, -651.00, 32.00, 180.00, -1, -1;
vcc, 2175.36, -651.00, 32.00, 180.00, -1, -1;
vcc, 2179.46, -651.00, 32.00, 180.00, -1, -1;
vcc, 2183.56, -651.00, 32.00, 180.00, -1, -1;
vcc, 2187.66, -651.00, 32.00, 180.00, -1, -1;
vcc, 2191.76, -651.00, 32.00, 180.00, -1, -1;
vcc, 2195.86, -651.00, 32.00, 180.00, -1, -1;
vcc, 2199.96, -651.00, 32.00, 180.00, -1, -1;
vcc, 2204.06, -651.00, 32.00, 180.00, -1, -1;
vcc, 2208.16, -651.00, 32.00, 180.00, -1, -1;
vcc, 2212.26, -651.00, 32.00, 180.00, -1, -1;
vcc, 2216.36, -651.00, 32.00, 180.00, -1, -1;
vcc, 2220.46, -651.00, 32.00, 180.00, -1, -1;
vcc, 2224.56, -651.00, 32.00, 180.00, -1, -1;
vcc, 2228.66, -651.00, 32.00, 180.00, -1, -1;
vcc, 2232.76, -651.00, 32.00, 180.00, -1, -1;
vcc, 2236.86, -651.00, 32.00, 180.00, -1, -1;
vcc, 2240.96, -651.00, 32.00, 180.00, -1, -1;
vcc, 2245.06, -651.00, 32.00, 180.00, -1, -1;
vcc, 2249.16, -651.00, 32.00, 180.00, -1, -1;
vcc, 2253.26, -651.00, 32.00, 180.00, -1, -1;
vcc, 2257.36, -651.00, 32.00, 180.00, -1, -1;
vcc, 2261.46, -651.00, 32.00, 180.00, -1, -1;
vcc, 2265.56, -651.00, 32.00, 180.00, -1, -1;
vcc, 2269.66, -651.00, 32.00, 180.00, -1, -1;
vcc, 2273.76, -651.00, 32.00, 180.00, -1, -1;
vcc, 2277.86, -651.00, 32.00, 180.00, -1, -1;
vcc, 2281.96, -651.00, 32.00, 180.00, -1, -1;
vcc, 2286.06, -651.00, 32.00, 180.00, -1, -1;
vcc, 2290.16, -651.00, 32.00, 180.00, -1, -1;
vcc, 2294.26, -651.00, 32.00, 180.00, -1, -1;
vcc, 2298.36, -651.00, 32.00, 180.00, -1, -1;
vcc, 2302.46, -651.00, 32.00, 180.00, -1, -1;
vcc, 2306.56, -651.00, 32.00, 180.00, -1, -1;
vcc, 2310.66, -651.00, 32.00, 180.00, -1, -1;
vcc, 2314.76, -651.00, 32.00, 180.00, -1, -1;
vcc, 2318.86, -651.00, 32.00, 180.00, -1, -1;
vcc, 2322.96, -651.00, 32.00, 180.00, -1, -1;
vcc, 2327.06, -651.00, 32.00, 180.00, -1, -1;
vcc, 2331.16, -651.00, 32.00, 180.00, -1, -1;
vcc, 1925.25, 1336.00, 21.00, 0.00, -1, -1;
vcc, 1930.00, 1336.00, 21.00, 0.00, -1, -1;
vcc, 1934.75, 1336.00, 21.00, 0.00, -1, -1;
vcc, 1939.50, 1336.00, 21.00, 0.00, -1, -1;
vcc, 1944.25, 1336.00, 21.00, 0.00, -1, -1;
vcc, 1949.00, 1336.00, 21.00, 0.00, -1, -1;
vcc, 1953.75, 1336.00, 21.00, 0.00, -1, -1;
vcc, 1958.50, 1336.00, 21.00, 0.00, -1, -1;
vcc, 1963.25, 1336.00, 21.00, 0.00, -1, -1;
vcc, 1968.00, 1336.00, 21.00, 0.00, -1, -1;
vcc, 1972.75, 1336.00, 21.00, 0.00, -1, -1;
vcc, 1977.50, 1336.00, 21.00, 0.00, -1, -1;
vcc, 1293.72, 983.50, 46.00, 180.00, -1, -1;
vcc, 1297.72, 983.50, 46.00, 180.00, -1, -1;
